iter	Logloss
346	0.427722003
347	0.4274428342
348	0.4271009033
349	0.4264614775
350	0.4263804668
351	0.4260715278
352	0.4256443333
353	0.425129478
354	0.4245344626
355	0.4241484049
356	0.4239098317
357	0.4229845099
358	0.4226082209
359	0.4224470757
360	0.421972249
361	0.4211479135
362	0.4207370861
363	0.4199565939
364	0.4194343154
365	0.4189745156
366	0.418353622
367	0.418019836
368	0.4174516008
369	0.4170268033
370	0.4164611713
371	0.4161835232
372	0.4156347739
373	0.4150345777
374	0.414649783
375	0.4142705557
376	0.4140089396
377	0.4137666032
378	0.4132877556
379	0.4129939724
380	0.4125337343
381	0.4117438858
382	0.4111633816
383	0.4102578034
384	0.4097957611
385	0.4093936714
386	0.4093562977
387	0.4088337615
388	0.408481134
389	0.4080786576
390	0.4074979215
391	0.407218263
392	0.4066637916
393	0.4063353667
394	0.4060615591
395	0.4057777508
396	0.4048894161
397	0.4042809461
398	0.4042490366
399	0.4037092054
400	0.4033433038
401	0.4028257422
402	0.4026701386
403	0.4022478928
404	0.4018063932
405	0.4017549205
406	0.4014505438
407	0.4012787535
408	0.4009600459
409	0.4005237786
410	0.4000116297
411	0.3996339489
412	0.3986691655
413	0.3981753684
414	0.3979997377
415	0.3975703265
416	0.3969454894
417	0.3960853267
418	0.3956947069
419	0.3948238476
420	0.3944577398
421	0.3939767786
422	0.3938567187
423	0.393270905
424	0.3927563848
425	0.3923374382
426	0.3920475728
427	0.3917488923
428	0.3912967733
429	0.3909031636
430	0.3906596158
431	0.3900989069
432	0.3898885057
433	0.3897398871
434	0.3895702878
435	0.3891082197
436	0.3887909039
437	0.3884500555
438	0.3880643329
439	0.38750499
440	0.3871976492
441	0.3866237434
442	0.3857646633
443	0.3854157216
444	0.3852557105
445	0.3851578687
446	0.3847439225
447	0.3844113994
448	0.3840682571
449	0.3838460768
450	0.3834517195
451	0.3830260973
452	0.38277126
453	0.3826612782
454	0.3818843945
455	0.38116785
456	0.381034748
457	0.380494659
458	0.3802320635
459	0.3796140568
460	0.3795698527
461	0.3791189194
462	0.3786347879
463	0.3783348702
464	0.3779145576
465	0.3776272696
466	0.3772546665
467	0.3770577457
468	0.3766041833
469	0.3764416978
470	0.3763177975
471	0.3758536158
472	0.3754301844
473	0.3749787872
474	0.3744192897
475	0.3741038039
476	0.373688904
477	0.3730802278
478	0.3727786863
479	0.3725626662
480	0.3722844253
481	0.371928911
482	0.3716368289
483	0.371251132
484	0.3710222244
485	0.3708612339
486	0.3705554911
487	0.3701072384
488	0.3699161426
489	0.3696121525
490	0.3693304835
491	0.3690848479
492	0.3689358428
493	0.3682792251
494	0.3680729995
495	0.3677285942
496	0.3675349468
497	0.3671412597
498	0.3666890892
499	0.3665632815
500	0.3659371556
501	0.3655199102
502	0.3649089916
503	0.3645473686
504	0.3642880981
505	0.3638516761
506	0.3634360803
507	0.3629005535
508	0.3625338786
509	0.3623671403
510	0.3620840021
511	0.3616781492
512	0.3614190591
513	0.3609658061
514	0.3605219351
515	0.3599446271
516	0.3597509539
517	0.359403868
518	0.3592220255
519	0.3589227264
520	0.35861121
521	0.3584335688
522	0.3581737828
523	0.3577528773
524	0.3571175756
525	0.3567953883
526	0.3558425646
527	0.3555283933
528	0.3552388114
529	0.35493794
530	0.354669107
531	0.3543654777
532	0.3542305199
533	0.3538046656
534	0.3534238145
535	0.3529106862
536	0.3526792011
537	0.3521670264
538	0.3518247347
539	0.3514303774
540	0.3511324702
541	0.3509636956
542	0.3505815558
543	0.3503182643
544	0.3498615316
545	0.3492132135
546	0.3489101255
547	0.3485282434
548	0.3483491073
549	0.3482356974
550	0.3480866922
551	0.3479744937
552	0.3477421065
553	0.3472000071
554	0.3468857843
555	0.346518697
556	0.3460661398
557	0.3459287076
558	0.3455071063
559	0.3452980196
560	0.3450474095
561	0.3445534062
562	0.3442796243
563	0.3441965258
564	0.344007956
565	0.343644503
566	0.3433203568
567	0.3430697209
568	0.342616107
569	0.3424477964
570	0.3422501281
571	0.3421227223
572	0.3416448026
573	0.341313491
574	0.3408761411
575	0.3405660423
576	0.3403047098
577	0.3400902619
578	0.3399188841
579	0.339458079
580	0.3391808175
581	0.3387842952
582	0.3385037087
583	0.3379780537
584	0.3378576072
585	0.337608956
586	0.3374600282
587	0.3373116931
588	0.336923857
589	0.3363589725
590	0.3360532812
591	0.3358764906
592	0.3357423061
593	0.3355169296
594	0.3352202338
595	0.3350621301
596	0.334502813
597	0.3339050396
598	0.3335845019
599	0.333281981
600	0.3330210608
601	0.3327933131
602	0.3323309357
603	0.3320004489
604	0.331562867
605	0.3311915011
606	0.3308267851
607	0.330694379
608	0.3304189218
609	0.3300937962
610	0.3299296096
611	0.3297117594
612	0.3295708476
613	0.3293978975
614	0.3291936823
615	0.3288320593
616	0.3285292806
617	0.3282076861
618	0.3280390662
619	0.3276908462
620	0.32756625
621	0.3274261372
622	0.3273114127
623	0.3270525288
624	0.3268428493
625	0.326721243
626	0.3263165757
627	0.3259116766
628	0.3254487837
629	0.3251495104
630	0.3248252353
631	0.3245147499
632	0.3240776578
633	0.3237409334
634	0.3233131202
635	0.3230698044
636	0.3229644363
637	0.322723466
638	0.3226344392
639	0.3223022255
640	0.3219027133
641	0.3217767767
642	0.3216509432
643	0.3215093355
644	0.3212706076
645	0.3210594074
646	0.3206143766
647	0.3202790956
648	0.3199498976
649	0.3197637506
650	0.3193975913
651	0.3189512201
652	0.3186658395
653	0.3183646846
654	0.3182420473
655	0.3177638698
656	0.3174915571
657	0.3172379571
658	0.316924688
659	0.3167542638
660	0.3164893485
661	0.3162501309
662	0.3161173125
663	0.3158812652
664	0.3156097257
665	0.3153798129
666	0.314882562
667	0.3146941726
668	0.3145282848
669	0.3143853883
670	0.3141405776
671	0.3139719061
672	0.3136507498
673	0.313531721
674	0.3132074459
675	0.3128667007
676	0.3123989105
677	0.3122340537
678	0.3119619215
679	0.3117999515
680	0.3117144559
681	0.311295896
682	0.3109924987
683	0.3105681651
684	0.3104796281
685	0.3103078636
686	0.3100295969
687	0.3098411045
688	0.3092268866
689	0.3090669271
690	0.3087069537
691	0.3084870931
692	0.3083696365
693	0.3081901138
694	0.3078967687
695	0.3074371235
696	0.3070584375
697	0.3067905581
698	0.3065085282
699	0.306196419
700	0.3059605263
701	0.3056283384
702	0.305085543
703	0.3049641171
704	0.304700903
705	0.3044287707
706	0.3041021502
707	0.3039754661
708	0.3039428608
709	0.3035516997
710	0.3028995153
711	0.3025247729
712	0.3023893511
713	0.3022269687
714	0.3018739546
715	0.3016128025
716	0.3014574824
717	0.3013399743
718	0.301171045
719	0.3007986223
720	0.3005310265
721	0.3003750878
722	0.3003469673
723	0.3002057462
724	0.299989855
725	0.2996967161
726	0.2993603784
727	0.2989214304
728	0.2987190968
729	0.2985910467
730	0.298140732
731	0.2979454608
732	0.2976724779
733	0.2974730053
734	0.2973422489
735	0.2971981152
736	0.2970416868
737	0.2966857085
738	0.2965803404
739	0.2963869765
740	0.2962153667
741	0.2960683977
742	0.2958142822
743	0.2956150674
744	0.295282003
745	0.2949535782
746	0.2948142387
747	0.2943171939
748	0.2940610679
749	0.2939350798
750	0.2935030138
751	0.2931341223
752	0.2929756061
753	0.292508615
754	0.2922556336
755	0.2921028137
756	0.2919042433
757	0.2917241277
758	0.2914481292
759	0.2912217475
760	0.291144371
761	0.2907647313
762	0.290532808
763	0.2901618803
764	0.2900343457
765	0.2896459167
766	0.2896008878
767	0.2891061113
768	0.288885065
769	0.2884465553
770	0.2881381576
771	0.2879458763
772	0.2877969484
773	0.2874817204
774	0.2872550552
775	0.2870214308
776	0.2868128081
777	0.2867721867
778	0.2864958531
779	0.2862196742
780	0.2859601201
781	0.2857398987
782	0.2854693645
783	0.285299662
784	0.2848367176
785	0.2844071002
786	0.2841935029
787	0.2839155197
788	0.2835526337
789	0.28323256
790	0.2831390484
791	0.2828371203
792	0.2826118985
793	0.282316079
794	0.2820332244
795	0.2814308373
796	0.281236597
797	0.280925493
798	0.2808377807
799	0.2805674269
800	0.2802647513
801	0.2801062352
802	0.2798842868
803	0.2798236641
804	0.2796546833
805	0.2794421428
806	0.2791784132
807	0.2790087623
808	0.2787779731
809	0.2786786363
810	0.2783374013
811	0.2781300931
812	0.2779664736
813	0.2775080397
814	0.2774449941
815	0.2771991266
816	0.2767671894
817	0.2765443389
818	0.2762820012
819	0.2760411855
820	0.2756984298
821	0.2753603652
822	0.2750517355
823	0.2749766015
824	0.2747793198
825	0.2746909116
826	0.2741778606
827	0.2738296663
828	0.2734456964
829	0.2729469248
830	0.2727438952
831	0.2723720396
832	0.2721742166
833	0.272074055
834	0.2717853752
835	0.2713058833
836	0.271013363
837	0.2708644351
838	0.2708035031
839	0.2705607543
840	0.2702766367
841	0.2700547399
842	0.2698885428
843	0.2696510263
844	0.2693747443
845	0.2691461976
846	0.2688826484
847	0.2686226046
848	0.268277194
849	0.2681345295
850	0.267953151
851	0.2677745561
852	0.2676386962
853	0.2672628454
854	0.2670521092
855	0.2668559616
856	0.2666479575
857	0.2664607796
858	0.2661912506
859	0.2660528389
860	0.2657086914
861	0.2654417399
862	0.2652188378
863	0.2650352169
864	0.2647529808
865	0.2645016748
866	0.2644262056
867	0.2641918853
868	0.2638401341
869	0.2635979781
870	0.263515524
871	0.2632610733
872	0.2631872022
873	0.2627801637
874	0.2625621074
875	0.2622656436
876	0.2620544949
877	0.2618932982
878	0.2616830774
879	0.2614847389
880	0.2612904214
881	0.2610300425
882	0.2606862042
883	0.2604738184
884	0.2601120923
885	0.2598468162
886	0.2596263112
887	0.2594560675
888	0.2593784848
889	0.259287963
890	0.2591074866
891	0.2589535069
892	0.2587693704
893	0.2586978706
894	0.2583495217
895	0.2582749805
896	0.2580078228
897	0.2577497379
898	0.2575893402
899	0.2574993855
900	0.257369093
901	0.2572052672
902	0.2569564098
903	0.256749282
904	0.2565997613
905	0.2564450857
906	0.2563087876
907	0.2561614836
908	0.2559480409
909	0.2558302493
910	0.2557515325
911	0.2554602494
912	0.2553789809
913	0.2551475216
914	0.2549528689
915	0.2546251658
916	0.2545719662
917	0.2545329945
918	0.2544282192
919	0.2541981774
920	0.2539940396
921	0.2538149808
922	0.2536616197
923	0.2535819234
924	0.2533026515
925	0.2530226836
926	0.2529042218
927	0.2527625625
928	0.2525502024
929	0.2524635212
930	0.2521618766
931	0.2518037332
932	0.2516470213
933	0.2515790011
934	0.2512534374
935	0.2511351817
936	0.2506805626
937	0.2505616368
938	0.2502327481
939	0.2500307238
940	0.249820967
941	0.2495521855
942	0.249210667
943	0.2489319363
944	0.2486627682
945	0.2484358968
946	0.2483187495
947	0.2482499045
948	0.2479373056
949	0.2477170068
950	0.2474540246
951	0.2472318185
952	0.2471044901
953	0.2470018541
954	0.246889269
955	0.2467992112
956	0.246641623
957	0.2464982626
958	0.2463137395
959	0.2461467434
960	0.2458172875
961	0.2457841925
962	0.2454514632
963	0.2452273498
964	0.244863639
965	0.2445755778
966	0.2443800746
967	0.2441071175
968	0.2438963555
969	0.2435085709
970	0.2433268057
971	0.2431844247
972	0.2429886895
973	0.2428713618
974	0.2427783657
975	0.2426140244
976	0.2424586786
977	0.2420501709
978	0.2418701584
979	0.2417096318
980	0.24151534
981	0.2414189416
982	0.2413440137
983	0.2410897693
984	0.2409693744
985	0.2408909411
986	0.2406959534
987	0.2404445442
988	0.2402919305
989	0.2399343027
990	0.2397924372
991	0.2396078625
992	0.2393873576
993	0.2392860361
994	0.2391562075
995	0.2389799066
996	0.2388576559
997	0.2386115822
998	0.2383608174
999	0.2380884016
